NIVEL1	NIVEL2	NIVEL3	NIVEL4	NIVEL5	ETAPA	SUBETAPA	EJECUTADO	DESEMBOLSADO	VR_TOTAL_ANT_BD	ACTA	CLASIFICACION	TERCERO	NIT	DESCRIPCION_ACTA	FECHA	ANO_ACTA	ESTADO	EJECUTADO_POR	NOTA
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	35777619	35777619	35777619	1318	ACUACENTRO	ACUACENTRO	900480571	Servicio de mantenimiento de planta tratamiento	43313	2018			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	58932132	58932132	58932132	1318	ACUACENTRO	ACUACENTRO	900480571	Servicio de mantenimiento de planta	43374	2018			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	35958836	35958836	35958836	1318	ACUACENTRO	ACUACENTRO	900480571	Servicio de mantenimiento de planta	43374	2018			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	32333861	32333861	32333861	1318	ACUACENTRO	ACUACENTRO	900480571	Servicio de mantenimiento de planta	43435	2018			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	23294137	23294137	23294137	1318	ACUACENTRO	ACUACENTRO	900480571	Servicio de mantenimiento de planta	43435	2018			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	22633621	22633621	22633621	1318	ACUACENTRO	ACUACENTRO	900480571	Servicio de mantenimiento de planta	43466	2019			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	22767502	22767502	22767502	1318	ACUACENTRO	ACUACENTRO	900480571	Servicio de mantenimiento de planta	43497	2019			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUACENTRO	GENERAL	GENERAL	7112749	7112749	7112749	1318	ACUACENTRO	ACUACENTRO	900480571	Servicio de gastos reembolsables por admon de planta	43586	2019			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ACUEDUCTO	GENERAL	GENERAL	30306310	30306310	30306310	1318	Diseños	ACUEDUCTO	899999094	Diseño y presupuesto acueducto	42248	2015			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	AG INGENIEROS SAS	GENERAL	GENERAL	7616000	7616000	7616000	1318	Diseños	AG INGENIEROS SAS	800219927	Honorarios modificación diseño redes	43282	2018			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	APIROS	GENERAL	GENERAL	4104925	4104925	4104925	1318	Urbanismo inicial	APIROS	800240724	Reembolso del 3,3% del costo de obras ejecutadas para la señalización en la vía indumil desde el conjunto el Silo hasta la estación de Servicio Terpel.	42917	2017			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ARGE DE COLOMBIA SAS	GENERAL	GENERAL	23800000	23800000	23800000	1318	Diseños	ARGE DE COLOMBIA SAS	900609830	Honorarios estudio arqueológico	43221	2018			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ASESORÍAS Y SERVICIOS INVERSIONES INMOBILIARIAS INTEGRALES S.A.S	GENERAL	GENERAL	18587800	18587800	18587800	1318	Jurídico	ASESORÍAS Y SERVICIOS INVERSIONES INMOBILIARIAS INTEGRALES S.A.S	900081535	Avaluo a los lotes 34,35,36,37,38,39,41,42,43,44 y 45 Ciudadela Maipore	42887	2017			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	CAR	GENERAL	GENERAL	517563	517563	517563	1318	HUMEDALES	CAR	899999062	Servicio de seguimiento y control ambientas.	42644	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	CESAR ANGEL BARRIGA	GENERAL	GENERAL	90992518	90992518	90992518	1318	Diseños	CESAR ANGEL BARRIGA	19327520	Licencia de urbanismo	42917	2017			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	CIC CONSULTORES, INGENENIEROS Y CIMENTACIONES	GENERAL	GENERAL	32560829	32560829	32560829	1318	Diseños	CIC CONSULTORES, INGENENIEROS Y CIMENTACIONES	800097495	ESTUDIO DE SUELOS CAUSAS SEP PAVIMENTO MAIPORE	41913	2014			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	CL CONSTRUCCIONES LTDA	GENERAL	GENERAL	3387150	3387150	3387150	1318	Urbanismo inicial	CL CONSTRUCCIONES LTDA	900171152	ARREGLO GENERAL ANDENES EJES VIALES MAIPORE	41974	2014			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	CL CONSTRUCCIONES LTDA	GENERAL	GENERAL	13705509	13705509	13705509	1318	Urbanismo inicial	CL CONSTRUCCIONES LTDA	900171152	ARREGLO GENERAL ANDENES EJES VIALES MAIPORE	41974	2014			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	CL CONSTRUCCIONES LTDA	GENERAL	GENERAL	14635383	14635383	14635383	1318	Urbanismo inicial	CL CONSTRUCCIONES LTDA	900171152	ARREGLO GENERAL SARDINELES PROYECTO MAIPORE	41974	2014			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	CONSORCIO HUMEDALES MAIPORE	GENERAL	GENERAL	101772732	101772732	101772732	1318	HUMEDALES	CONSORCIO HUMEDALES MAIPORE	900823303	LIQUIDACION CTO B-610 ESTUDIOS AMBIENTALES REQ CAR	42095	2015			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	CONSORCIO HUMEDALES MAIPORE	GENERAL	GENERAL	26644040	26644040	26644040	1318	HUMEDALES	CONSORCIO HUMEDALES MAIPORE	900823303	PAGO DEL 50% POR ESTUDIOS AMBIENTALES PARA LA CONSERVACION DE CUERPOS DE AGUA	42491	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	CONSORCIO HUMEDALES MAIPORE	GENERAL	GENERAL	36547875	36547875	36547875	1318	HUMEDALES	CONSORCIO HUMEDALES MAIPORE	900823303	Honorarios monitoreo ambiental	43132	2018			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	CONSORCIO HUMEDALES MAIPORE	GENERAL	GENERAL	36547875	36547875	36547875	1318	HUMEDALES	CONSORCIO HUMEDALES MAIPORE	900823303	Honorarios monitoreo ambiental	43374	2018			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	CONSORCIO HUMEDALES MAIPORE	GENERAL	GENERAL	85278375	85278375	85278375	1318	HUMEDALES	CONSORCIO HUMEDALES MAIPORE	900823303	Honorarios monitoreo ambiental	43435	2018			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	CONSORCIO LOS 5 MAIPORE	GENERAL	GENERAL	77284392	77284392	77284392	1318	HUMEDALES	CONSORCIO LOS 5 MAIPORE	901209110	Administración delegada de humedales	43466	2019			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	CONSORCIO LOS 5 MAIPORE	GENERAL	GENERAL	38642196	38642196	38642196	1318	HUMEDALES	CONSORCIO LOS 5 MAIPORE	901209110	Administración delegada de humedales	43497	2019			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	CURADURIA URBANA N° 1	GENERAL	GENERAL	877883	877883	877883	1318	Diseños	CURADURIA URBANA N° 1	19327520	Pago de prorroga del expediente 17 - 0695	43070	2017			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	FASCON INGENIERÍA Y CONSTRUCCIÓN	GENERAL	GENERAL	5388852	5388852	5388852	1318	Sala de ventas	FASCON INGENIERÍA Y CONSTRUCCIÓN	900401242	Suministro de material y mano de obra, instalaciones eléctricas	42552	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	FASCON INGENIERÍA Y CONSTRUCCIÓN	GENERAL	GENERAL	1359645	1359645	1359645	1318	ACUACENTRO	FASCON INGENIERÍA Y CONSTRUCCIÓN	900401242	Suministro de materiales y mano de obra instalaciones eléctricas oficianas Acuacentro	42552	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	FASCON INGENIERÍA Y CONSTRUCCIÓN	GENERAL	GENERAL	48549376	48549376	48549376	1318	Urbanismo inicial Campamento	FASCON INGENIERÍA Y CONSTRUCCIÓN	900401242	Suministro de materiales y mano de obra traslado de circuito M.T y mantenimiento planta eléctrica.	42552	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	FASCON INGENIERÍA Y CONSTRUCCIÓN	GENERAL	GENERAL	53113753	53113753	53113753	1318	Sala de ventas	FASCON INGENIERÍA Y CONSTRUCCIÓN	900401242	Desmonte y armada de sala de ventas Maipore	42552	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	FASCON INGENIERÍA Y CONSTRUCCIÓN	GENERAL	GENERAL	7755383	7755383	7755383	1318	Urbanismo inicial Campamento	FASCON INGENIERÍA Y CONSTRUCCIÓN	900401242	Desmonte e hincada de poste en concreto, desmonte y monte de red aérea, suministro e instalación de medidor monofásico.	42644	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	FASCON INGENIERÍA Y CONSTRUCCIÓN	GENERAL	GENERAL	13035171	13035171	13035171	1318	Urbanismo varios	FASCON INGENIERÍA Y CONSTRUCCIÓN	900401242	Servicio mantenimiento eléctrico Maipore	43252	2018			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	FIDUCIARIA BOGOTA	GENERAL	GENERAL	2676000000	2676000000	2676000000	1318	CAZUCA	FIDUCIARIA BOGOTA	800142383	PRIMER PAGO CONSTRUCCION TANQUE CAZUCA SUM AGUA	42064	2015			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	FIDUCIARIA BOGOTA	GENERAL	GENERAL	1847000000	1847000000	1847000000	1318	CAZUCA	FIDUCIARIA BOGOTA	800142383	2DO PAGO CONSTRUCCION TANQUE CAZUCA PROY SOACHA	42156	2015			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	FUNDEUCOL	GENERAL	GENERAL	3249976912	3249976912	3249976912	1318	Urbanismo inicial	FUNDEUCOL	900236611	6TA DEVOLUCION APORTES MOMPOS (VINCULO MAIPORE)	42064	2015			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	GESTION LEGAL DE PROYECTOS	GENERAL	GENERAL	3480000	3480000	3480000	1318	Jurídico	GESTION LEGAL DE PROYECTOS	900018346	ASESORIAS JURIDICAS ELABORACION MINUTA MODI MAIPORE	41974	2014			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	H.F.G PREPARACION DE TERRENOS PARA LA CONSTRUCCIÓN	GENERAL	GENERAL	3480000	3480000	3480000	1318	Diseños	H.F.G PREPARACION DE TERRENOS PARA LA CONSTRUCCIÓN	900667931	Actualización de nivelación y planos digitales acueducto.	42552	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	H.F.G PREPARACION DE TERRENOS PARA LA CONSTRUCCIÓN	GENERAL	GENERAL	22122797	22122797	22122797	1318	Diseños	H.F.G PREPARACION DE TERRENOS PARA LA CONSTRUCCIÓN	900667931	Redes exteriores del proyecto. Prestacion de servicios de topografia de mayo 10 a julio 30 de 2016	42583	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	H.F.G PREPARACION DE TERRENOS PARA LA CONSTRUCCIÓN	GENERAL	GENERAL	26453611	26453611	26453611	1318	Diseños	H.F.G PREPARACION DE TERRENOS PARA LA CONSTRUCCIÓN	900667931	Prestación de servicios de topografía del 01 de agosto al 15 de septiembre de 2016	42675	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	H.F.G PREPARACION DE TERRENOS PARA LA CONSTRUCCIÓN	GENERAL	GENERAL	30702000	30702000	30702000	1318	Diseños	H.F.G PREPARACION DE TERRENOS PARA LA CONSTRUCCIÓN	900667631	Honorarios topográficos redes exteriores barrios Maipore	42856	2017			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	H.F.G PREPARACION DE TERRENOS PARA LA CONSTRUCCIÓN	GENERAL	GENERAL	6545000	6545000	6545000	1318	Diseños	H.F.G PREPARACION DE TERRENOS PARA LA CONSTRUCCIÓN	900667931	Honorarios levantamiento topográfico	43191	2018			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	H.F.G PREPARACION DE TERRENOS PARA LA CONSTRUCCIÓN	GENERAL	GENERAL	15410500	15410500	15410500	1318	Diseños	H.F.G PREPARACION DE TERRENOS PARA LA CONSTRUCCIÓN	900667931	Honorarios levantamiento topográfico	43191	2018			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	H.F.G PREPARACION DE TERRENOS PARA LA CONSTRUCCIÓN	GENERAL	GENERAL	14195759	14195759	14195759	1318	Diseños	H.F.G PREPARACION DE TERRENOS PARA LA CONSTRUCCIÓN	900667931	Honorarios levantamiento topográfico	43252	2018			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	H.F.G PREPARACION DE TERRENOS PARA LA CONSTRUCCIÓN	GENERAL	GENERAL	21427560	21427560	21427560	1318	Diseños	H.F.G PREPARACION DE TERRENOS PARA LA CONSTRUCCIÓN	900667931	Honorarios levantamiento topográfico	43374	2018			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	H.F.G PREPARACION DE TERRENOS PARA LA CONSTRUCCIÓN	GENERAL	GENERAL	16070670	16070670	16070670	1318	Diseños	H.F.G PREPARACION DE TERRENOS PARA LA CONSTRUCCIÓN	900667931	Honorarios levantamiento topográfico	43374	2018			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	HIDROOBRAS	GENERAL	GENERAL	47908000	47908000	47908000	1318	Diseños	HIDROOBRAS	800102109	Primer pago del 50% en la ejecucion de diseños del sistema troncal de alcantarillado pluvial compartir II y parte del colector I.	42644	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	HIDROOBRAS	GENERAL	GENERAL	90654000	90654000	90654000	1318	Diseños	HIDROOBRAS	800102109	Primer pago del 50% en la ejecución de los diseños del sistema troncal de alcantarillado residual Muña I y II.	42644	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	HIDROOBRAS	GENERAL	GENERAL	48314000	48314000	48314000	1318	Diseños	HIDROOBRAS	800102109	Elaboración de diseños para las redes de acueducto y alcantarillado del proyecto Ciudadela Maipore. Contrato B- 583	43070	2017			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	32764892	32764892	32764892	1318	HUMEDALES	OB PROYECTOS SAS	900238499	SUM MATE Y MANO OBRA CERRAMIENTO HUMEDALES MAIPORE	42217	2015			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	280817813	280817813	280817813	1318	Sala de ventas	OB PROYECTOS SAS	900238499	DEMOLICION Y CONSTRUCCION DE SALA DE VENTAS MAIPORE	42461	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	175511133	175511133	175511133	1318	Sala de ventas	OB PROYECTOS SAS	900238499	DEMOLICION Y CONSTRUCCION DE SALA DE VENTAS MAIPORE	42461	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	175511133	175511133	175511133	1318	Sala de ventas	OB PROYECTOS SAS	900238499	DEMOLICION Y CONSTRUCCION DE SALA DE VENTAS MAIPORE	42491	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	68495586	68495586	68495586	1318	Sala de ventas	OB PROYECTOS SAS	900238499	DEMOLICION Y CONSTRUCCION DE SALA DE VENTAS MAIPORE	42522	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	49598414	49598414	49598414	1318	HUMEDALES	OB PROYECTOS SAS	900238499	Trabajos realizados según requerimiento de la CAR, para la extracción de tuberias.	42552	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	17477694	17477694	17477694	1318	Urbanismo inicial Campamento	OB PROYECTOS SAS	900238499	Trabajos realizados para el traslado de materiales y adeucacion patio en Ciudadela Colsubsidio Maipore	42552	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	21995270	21995270	21995270	1318	Urbanismo inicial Campamento	OB PROYECTOS SAS	900238499	Traslado de caseta Acuacentro en C. Colsubsidio Maipore	42552	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	47886500	47886500	47886500	1318	HUMEDALES	OB PROYECTOS SAS	900238499	Trabajos realizados según requeimiento CAR para la excavación mecánica de recebo a capa vegetal en la antigua sala de ventas de Ciudadela Colsubsidio Maipore.	42552	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	23527966	23527966	23527966	1318	Urbanismo varios	OB PROYECTOS SAS	900238499	Trabajos realizados para adecuaciones varias urbanismo en Ciudadela Colsubsidio Maipore	42552	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	18492681	18492681	18492681	1318	Urbanismo inicial Campamento	OB PROYECTOS SAS	900238499	Trabajos realizados para adecuaciones varias campamento de obra urbanismo en Ciudadela Colsubsidio Maipore	42552	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	9318405	9318405	9318405	1318	Urbanismo varios	OB PROYECTOS SAS	900238499	Trabajos varios realizados en Ciudadela Colsubsidio Maiporé.	42644	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	26929784	26929784	26929784	1318	Urbanismo varios	OB PROYECTOS SAS	900238499	Manteminiento de cerramiento en la Ciudadela Colsubsidio Maiporé	42644	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	13769212	13769212	13769212	1318	Urbanismo varios	OB PROYECTOS SAS	900238499	Señalización de eje vial y adecuación de infraestructura métalica en Ciudadela Colsubsidio Maiporé.	42644	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	17515319	17515319	17515319	1318	Urbanismo varios	OB PROYECTOS SAS	900238499	Trabajos según corte de obra correspondiente a cerramientos perimetrales humedales Ciudadela Colsubsidio Maipore	42705	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	11633644	11633644	11633644	1318	Urbanismo varios	OB PROYECTOS SAS	900238499	Trabajos realizados correspondiente a adecuaciones varias en Ciudadela Colsubsidio Maipore	42705	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	10186951	10186951	10186951	1318	Urbanismo varios	OB PROYECTOS SAS	900238499	Trabajos realizados correspondiente a reconocimiento de redes acueducto en Ciudadela Colsubsidio Maipore	42705	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	26333192	26333192	26333192	1318	HUMEDALES	OB PROYECTOS SAS	900238499	Trabajos realizados correspondiente a excavaciones varias según requerimiento de la CAR en Ciudadela Colsubsidio Maipore	42705	2016			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	10078159	10078159	10078159	1318	HUMEDALES	OB PROYECTOS SAS	900238499	Servicio de corte obra traslado Tierra Blanca y Maipore	42767	2017			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	12953201	12953201	12953201	1318	Urbanismo varios	OB PROYECTOS SAS	900238499	Servicio corte obra excavación canales Maipore	42767	2017			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	41734339	41734339	41734339	1318	Urbanismo varios	OB PROYECTOS SAS	900238499	Servicio corte obra excavación mecánica Maipore	42767	2017			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	7336827	7336827	7336827	1318	Urbanismo varios	OB PROYECTOS SAS	900238499	Servicio de corte obra traslado recebos Maipore	42767	2017			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	1627032	1627032	1627032	1318	Urbanismo varios	OB PROYECTOS SAS	900238499	Suministro e instalación de cerramiento en alambre de púas. Maipore	42887	2017			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	15839483	15839483	15839483	1318	Urbanismo varios	OB PROYECTOS SAS	900238499	Retiro de cerramiento existente en lamina de zinc y posteria. Maipore	42887	2017			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	2273539	2273539	2273539	1318	Urbanismo varios	OB PROYECTOS SAS	900238499	Suministro e instalación cerramientos en poste metálico.Maipore	42887	2017			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	60876488	60876488	60876488	1318	Urbanismo varios	OB PROYECTOS SAS	900238499	Servicios trabajos de obra Ciudadela Maipore	42917	2017			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	69986516	69986516	69986516	1318	Urbanismo varios	OB PROYECTOS SAS	900238499	Servicio trabajo de obra red agua potable Maipore soacha	43009	2017			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	73494172	73494172	73494172	1318	Urbanismo varios	OB PROYECTOS SAS	900238499	Servicio trabajo de obra red agua potable Maipore soacha	43009	2017			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	38227930	38227930	38227930	1318	Urbanismo varios	OB PROYECTOS SAS	900238499	Servicio obra civil acueducto	43252	2018			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	129045931	129045931	129045931	1318	Urbanismo varios	OB PROYECTOS SAS	900238499	Servicio de construcción de cerramiento	43374	2018			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	129045931	129045931	129045931	1318	Urbanismo varios	OB PROYECTOS SAS	900238499	Servicio obras de construcción	43374	2018			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	129045930	129045930	129045930	1318	Urbanismo varios	OB PROYECTOS SAS	900238499	Servicio de construcción de cerramiento	43497	2019			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	OB PROYECTOS SAS	GENERAL	GENERAL	4844451	4844451	4844451	1318	Urbanismo varios	OB PROYECTOS SAS	900238499	Servicio de obra civil	43586	2019			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ORMUS SAS	GENERAL	GENERAL	78492285	78492285	78492285	1318	Medidores et 2	ORMUS SAS	830144731	553 Medidores de velocidad chorro único. - Barichara	42887	2017			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ORMUS SAS	GENERAL	GENERAL	65859711	65859711	65859711	1318	Medidores et 2	ORMUS SAS	830144731	464 Medidores de velocidad chorro único. - Ambalema	42948	2017			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	ORMUS SAS	GENERAL	GENERAL	81756883	81756883	81756883	1318	Medidores et 2	ORMUS SAS	830144731	576 Medidores de velocidad chorro único. - Mompos	42948	2017			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	P.A FIDUBOGOTÁ	GENERAL	GENERAL	713943598	713943598	713943598	1318	Urbanismo inicial	P.A FIDUBOGOTÁ	830055897	Beneficios del 1,5% por gestión Maipore matriz	43070	2017			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1318	PINILLA GONZALEZ Y PRIETO	GENERAL	GENERAL	7549280	7549280	7549280	1318	CAZUCA	PINILLA GONZALEZ Y PRIETO	830065312	HON DEFINI ESQUEMA DESA Y ELABO TANQUE CAZUCA II	42064	2015			
