NIVEL1	NIVEL2	NIVEL3	NIVEL4	NIVEL5	ETAPA	SUBETAPA	EJECUTADO	DESEMBOLSADO	VR_TOTAL_ANT_BD	ACTA	CLASIFICACION	TERCERO	NIT	DESCRIPCION_ACTA	FECHA	ANO_ACTA	ESTADO	EJECUTADO_POR	NOTA
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	CONSORCIO LOS 5 MAIPORE	GENERAL	GENERAL	11722421	11722421	11722421	1403	HUMEDALES	CONSORCIO LOS 5 MAIPORE	901209110	Otrosi 2 - Administración Delegada Para La Reconformación Hidro Geomorfológicas De Los Humedales Cola De Tierra Blanca Y El Vínculo Maipore Ubicados En El Proyecto Ciudadela Colsubsidio Maipore Soacha.	44317	2021			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	CONSORCIO LOS 5 MAIPORE	GENERAL	GENERAL	22612273	22612273	22612273	1403	HUMEDALES	CONSORCIO LOS 5 MAIPORE	901209110	Otrosi 2 - Administración Delegada Para La Reconformación Hidro Geomorfológicas De Los Humedales Cola De Tierra Blanca Y El Vínculo Maipore Ubicados En El Proyecto Ciudadela Colsubsidio Maipore Soacha.	44409	2021			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	CONSULOBRAS SAS	GENERAL	GENERAL	47600000	47600000	47600000	1403	Diseños	CONSULOBRAS SAS	800060834	1° PAGO 40% a la entrega del anteproyecto estructural para los diseños de camaras y estructuras especiales en concreto reforzado para las redes de Acueducto y alcantarillado de aguas lluvias y residuales de Maipore.	44197	2021			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	CONSULOBRAS SAS	GENERAL	GENERAL	59500000	59500000	59500000	1403	Diseños	CONSULOBRAS SAS	800060834	50% a la entrega del diseño final para los diseños de camaras y estructuras especiales en concreto reforzado para las redes de acueducto y alcantarillado de aguas lluvias y residuales de maipore	44256	2021			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	CONSULOBRAS SAS	GENERAL	GENERAL	11900000	11900000	11900000	1403	Diseños	CONSULOBRAS SAS	800060834	Diseños Estructurales Sobre Redes Locales De Acueducto Y Alcantarillado Del Proyecto Ciudadela Colsubsidio Maipore En Soacha.	44348	2021			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	CONSULOBRAS SAS	GENERAL	GENERAL	49266000	49266000	49266000	1403	Diseños	CONSULOBRAS SAS	800060834	Diseños Estructurales Sobre Redes Troncales De Alcantarillado Redes De Muña Y Compartir Del Proyecto Ciudadela Colsubsidio Maipore En Soacha.	44378	2021			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	CONSULOBRAS SAS	GENERAL	GENERAL	7140000	7140000	7140000	1403	Diseños	CONSULOBRAS SAS	800060834	Diseños Estructurales Para Dos Vrps Sobre La Red Menor De Acueducto Del Proyecto Ciudadela Colsubsidio Maipore En Soacha.	44501	2021			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	CONSULOBRAS SAS	GENERAL	GENERAL	6426000	6426000	6426000	1403	Diseños	CONSULOBRAS SAS	800060834	Diseño Estructural Tablestacado Y Ajuste Entibados E1A Y E1B Del Proyecto Ciudadela Colsubsidio Maipore En Soacha.	44501	2021			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	CONSULOBRAS SAS	GENERAL	GENERAL	5474000	5474000	5474000	1403	Diseños	CONSULOBRAS SAS	800060834	Diseños Estructurales Sobre Redes Troncales De Alcantarillado Redes De Muña Y Compartir Del Proyecto Ciudadela Colsubsidio Maipore En Soacha.	44501	2021			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	CONSULOBRAS SAS	GENERAL	GENERAL	714000	714000	714000	1403	Diseños	CONSULOBRAS SAS	800060834	Diseño estructural tablestacado y ajuste entibados e1a y e1b del proyecto ciudadela colsubsidio maipore en soacha. 1% pg 90% a la entrega de los diseños estructurales de redes locales en Soacha Zona 5	45078	2023			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	CORPORACIÓN SETIS	GENERAL	GENERAL	2074912	2074912	2074912	1403	HUMEDALES	CORPORACIÓN SETIS	900916212	Formulación, Implementación, Seguimiento Y Evaluación Socio Ambiental En El Área De Influencia De Los Humedales El Vinculo Y Cola Tierra Blanca En La Ciudadela Colsubsidio Maipore.	44317	2021			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	DE VALDENEBRO INGENIEROS	GENERAL	GENERAL	2380000	2380000	2380000	1403	Diseños	DE VALDENEBRO INGENIEROS	860353659	Ajuste al diseño estructural de 2010 de la sala de ventas en la ciudadela colsubsidio maipore en soacha. Doc 3609770670.	44440	2021			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	DE VALDENEBRO INGENIEROS	GENERAL	GENERAL	23324000	23324000	23324000	1403	Diseños	DE VALDENEBRO INGENIEROS	860353659	Diseño estructural y recomendaciones para el diseño de espacio publico en la ciudadela colsubsidio maipore en soacha.	44866	2022			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	EDOSPINA SAS	GENERAL	GENERAL	3763645	3763645	3763645	1403	OPERACIÓN PTAR	EDOSPINA SAS	890303642	Servicio Técnico de Toma de parámetros para análisis de agua residuales	44166	2020			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	EDOSPINA SAS	GENERAL	GENERAL	6316520	6316520	6316520	1403	OPERACIÓN PTAR	EDOSPINA SAS	890303642	Servicio de mantenimiento preventivo ptar para estabilizacion de lodos inspeccion calidad agua validacion parametros ph oxigeno ivl sz y dqo arranque planta inoculacion bacterias para estabilizar la planta.	44774	2022			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	FLUJOTEC SAS	GENERAL	GENERAL	6593362	6593362	6593362	1403	OPERACIÓN PTAR	FLUJOTEC SAS	900781393	Suministro de lonas y cabeceros para filtro prensa ptar en la ciudadela colsubsidio maipore en soacha.	44713	2022			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	H.F.G PREPARACION DE TERRENOS PARA LA CONSTRUCCIÓN	GENERAL	GENERAL	7942575	7942575	7942575	1403	Diseños	H.F.G PREPARACION DE TERRENOS PARA LA CONSTRUCCIÓN	900667931	Levantamiento topografico para red express de acueducto desde el tranque Santa Ana hasta el Predio Almacafe.	44621	2022			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	H.F.G PREPARACION DE TERRENOS PARA LA CONSTRUCCIÓN	GENERAL	GENERAL	12522600	12522600	12522600	1403	HUMEDALES	H.F.G PREPARACION DE TERRENOS PARA LA CONSTRUCCIÓN	900667931	Levantamiento topobatimetrico del humedal el vinculo en la ciudadela colsubsidio maipore en soacha.	44682	2022			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	H.F.G PREPARACION DE TERRENOS PARA LA CONSTRUCCIÓN	GENERAL	GENERAL	8348400	8348400	8348400	1403	Lindero	H.F.G PREPARACION DE TERRENOS PARA LA CONSTRUCCIÓN	900667931	Levantamiento topografico altimetrico del predio rural con apoyo fotogrametrico en la ciudadela colsubsidio maipore en soacha.	44743	2022			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	H.F.G PREPARACION DE TERRENOS PARA LA CONSTRUCCIÓN	GENERAL	GENERAL	4581500	4581500	4581500	1403	Lindero	H.F.G PREPARACION DE TERRENOS PARA LA CONSTRUCCIÓN	900667931	Actualizacion catastral de coordenadas, linderos y divisiones de predios segun los planos georreferenciados en la ciudadela colsubsidio maipore en soacha.	44774	2022			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	HIDROOBRAS	GENERAL	GENERAL	32354100	32354100	32354100	1403	Diseños	HIDROOBRAS	800102109	Segundo pago del 15% de la aprobación hidraulica de los diseños del sistema troncal de alcantarillado pluvial de los colectores compartir II.	44197	2021			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	HIDROOBRAS	GENERAL	GENERAL	17098200	17098200	17098200	1403	Diseños	HIDROOBRAS	800102109	Segundo pago del 15% de la aprobación hidraulica de los diseños del sistema troncal de alcantarillado pluvial de los colectores compartir II.	44197	2021			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	HIDROOBRAS	GENERAL	GENERAL	32130000	32130000	32130000	1403	Diseños	HIDROOBRAS	800102109	Generacion de los archivos tipo shape del diseño de acuerdo con la norma ns-054 y ns-028 red matriz 24", red troncal muña, troncal maipore y troncal compartir del Proyecto Ciudadela Colsubsidio Maipore en soacha.	44562	2022			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	HIDROOBRAS	GENERAL	GENERAL	18049269	18049269	18049269	1403	Diseños	HIDROOBRAS	800102109	Diseño de sistemas de acueducto y alcantarillado de aguas residuales y aguas lluvias de la urbanizacion ciudadela Colsubsidio maipore en soacha.	44682	2022			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	INGENIERIA ELÉCTRICA APLICADA	GENERAL	GENERAL	1713600	1713600	1713600	1403	Diseños	INGENIERIA ELÉCTRICA APLICADA	900641978	Liquidacion Anticipada Diseño Electrico Urbanismo Exterior Y Validacion De Diseño Electrico Elaborado Para Los Edificios En 2016, Para El Proyecto Sala De Ventas Maipore En Soacha.	44348	2021			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	JUAN CARLOS ALMONACID	GENERAL	GENERAL	26078049	26078049	26078049	1403	Diseños	JUAN CARLOS ALMONACID	19476154	Cargo variable licencia de urbanismo etapa 6 Ciudadela Colsubsidio Maipore en soacha.	44531	2021			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	JUAN CARLOS ALMONACID	GENERAL	GENERAL	1254726	1254726	1254726	1403	Diseños	JUAN CARLOS ALMONACID	19476154	Orden de compra a favor de Juan Carlos Almonacid Martínez de la Curaduria Urbana No. 1 de Soacha por concepto de prórroga de revalidacion licencia de urbanismo etapa 2 Ciudadela Maipore	45078	2023			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	JUAN CARLOS ALMONACID	GENERAL	GENERAL	1254726	1254726	1254726	1403	Diseños	JUAN CARLOS ALMONACID	19476154	Orden de compra a favor de Juan Carlos Almonacid Martínez de la Curaduria Urbana No. 1 de Soacha por concepto de prórroga de revalidacion licencia de urbanismo etapa 7 Ciudadela Maipore	45078	2023			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	MULTILAB AGROANALÍTICA SA	GENERAL	GENERAL	3810000	3810000	3810000	1403	Reforestación	MULTILAB AGROANALÍTICA SA	810004212	Estudio de suelos en la ladera para uso agricola en la ciudadela colsubsidio maipore en soacha.	44713	2022			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	NUÑEZ AYALA GABRIEL	GENERAL	GENERAL	4000000	4000000	4000000	1403	Diseños	NUÑEZ AYALA GABRIEL	13830486	50% a la entrega del modelo hidraulico aprobado de las redes de maipore de las redes locales alcantarillado lluvias, residuales y acueducto	44256	2021			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	ON OFF INGENIERIA	GENERAL	GENERAL	6247500	6247500	6247500	1403	Diseños	ON OFF INGENIERIA	900798499	Modificacion del diseño electrico serie 1 en la ciudadela colsubsidio maipore en soacha.	44835	2022			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	ON OFF INGENIERIA	GENERAL	GENERAL	6247500	6247500	6247500	1403	Diseños	ON OFF INGENIERIA	900798499	Solicitud cotización ajustes y revalidación para el proyecto serie 3 subestaciones de alumbrado público ap3-ap4	45078	2023			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	PROYECTAR CONSTRUCCIONES Y SOLUCIONES	GENERAL	GENERAL	32901972	32901972	32901972	1403	HUMEDALES	PROYECTAR CONSTRUCCIONES Y SOLUCIONES	900238499	Mantenimiento Del Humedal El Vínculo En La Ciudadela Colsubsidio Maipore Soacha.	44317	2021			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	PROYECTAR CONSTRUCCIONES Y SOLUCIONES	GENERAL	GENERAL	19072151	19072151	19072151	1403	HUMEDALES	PROYECTAR CONSTRUCCIONES Y SOLUCIONES	900238499	Mantenimiento Del Humedal Cola De Tierra Blanca En La Ciudadela Colsubsidio Maipore En Soacha.	44348	2021			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	PROYECTAR CONSTRUCCIONES Y SOLUCIONES	GENERAL	GENERAL	10120986	10120986	10120986	1403	Sala de ventas	PROYECTAR CONSTRUCCIONES Y SOLUCIONES	900238499	Mantenimiento Sala De Ventas, Muro Publicidad Y Cerramiento Campamento En La Ciudadela Colsubsidio Maipore.	44348	2021			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	PROYECTAR CONSTRUCCIONES Y SOLUCIONES	GENERAL	GENERAL	18038881	18038881	18038881	1403	Urbanismo varios	PROYECTAR CONSTRUCCIONES Y SOLUCIONES	900238499	Suministro, instalacion y adecuacion de semaforos autopista sur en la Ciudadela Colsubsidio Maipore en soacha	44562	2022			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	SERVICIOS INTEGRALES DPI	GENERAL	GENERAL	15232000	15232000	15232000	1403	Diseños	SERVICIOS INTEGRALES DPI	900887857	Diseño hidraulico para corredor de red express de acueducto de 4" desde el tanque santa ana hasta el predio almacafe en soacha.	44682	2022			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	SIERRAOSPINA MANTENIMIENTO LAGOS SA	GENERAL	GENERAL	4039088	4039088	4039088	1403	HUMEDALES	SIERRAOSPINA MANTENIMIENTO LAGOS SA	900348991	Otrosi 2 - Interventoría Técnica Y Ambiental Para La Reconformación Hidro Geomorfológicas De Los Humedales Cola De Tierra Blanca Y El Vínculo Maipore	44378	2021			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	SIERRAOSPINA MANTENIMIENTO LAGOS SA	GENERAL	GENERAL	29507309	29507309	29507309	1403	HUMEDALES	SIERRAOSPINA MANTENIMIENTO LAGOS SA	900348991	Otrosi 2 - Interventoría Técnica Y Ambiental Para La Reconformación Hidro Geomorfológicas De Los Humedales Cola De Tierra Blanca Y El Vínculo Maipore	44409	2021			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	VICTOR ALVAREZ LAGOS	GENERAL	GENERAL	24990000	24990000	24990000	1403	Diseños	VICTOR ALVAREZ LAGOS	79517361	Diseño estructural cámaras adicionales para la red de 24" Acueducto en tubería de acero recubierta de mortero.	44166	2020			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	VICTOR ALVAREZ LAGOS	GENERAL	GENERAL	5950000	5950000	5950000	1403	Diseños	VICTOR ALVAREZ LAGOS	79517361	Diseño estructural cruce el Box Culvert con cárcamo especial en la red de 24" Acueducto en tubería de acero recubierta de mortero.	44166	2020			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1403	VICTOR ALVAREZ LAGOS	GENERAL	GENERAL	21420000	21420000	21420000	1403	Diseños	VICTOR ALVAREZ LAGOS	79517361	Diseño Estructural Para Los Cabezales De Descarga De Los Humedales Maipore Y Cola De Tierra Blanca Del Proyecto Ciudadela Colsubsidio Maipore En Soacha Cundinamarca.	44317	2021			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1423	ALFONSO URIBE Y CIA	GENERAL	GENERAL	7463060	7463060	0	1423	Diseños	ALFONSO URIBE Y CIA	830066664	Estudio de suelos y cimentaciones -apartamentos modelo sala de ventas Ciudadela Colsubsidio Maiporé	45413	2024			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1423	ALFONSO URIBE Y CIA	GENERAL	GENERAL	12019000	0	0	1423	Diseños	ALFONSO URIBE Y CIA	830066664	ESTUDIO DE SUELOS Y CIMENTACIONES - DESCOLE COLECTOR MAIPORÉ - CIUDADELA COLSUBSIDIO MAIPORÉ	45883	2025			Pago del archivo de actas jul/2026 que no esta en la BD de Lugel: sin desembolso registrado
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1423	ALTUZARRA INGENIEROS SAS	GENERAL	GENERAL	9955968	0	0	1423	Otros Urbanismo Coinver	ALTUZARRA INGENIEROS SAS	901567541	ELABORACIÓN LEVANTAMIENTO TOPOGRÁFICO RÍO BOGOTÁ REQUERMIENTO FIAB PARA AJUSTE DISEÑO COLECTOR MAIPORÉ	46044	2026			Pago del archivo de actas jul/2026 que no esta en la BD de Lugel: sin desembolso registrado
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1423	ALVEIRO TELLEZ	GENERAL	GENERAL	17136000	17136000	17136000	1423	Diseños	ALVEIRO TELLEZ	79432818	Elaboración del diseño hidrosanitario y recomendaciones para el diseño del espacio público de la urbanización Ciudadela Colsubsidio Maiporé	45108	2023			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1423	ARQUIMODELS SAS	GENERAL	GENERAL	6902000	6902000	0	1423	Diseños	ARQUIMODELS SAS	900214138	100% Elaboracion, transporte e instalacion maqueta colegio nuevo Ciudadela Colsubsidio Maipore en Soacha-Cundinamarca	45413	2024			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1423	ARQUIMODELS SAS	GENERAL	GENERAL	1047200	1047200	0	1423	Diseños	ARQUIMODELS SAS	900214138	100% Elaboracion, transporte e instalacion maqueta bloc Casona Ciudadela Colsubsidio Maipore en Soacha-Cundinamarca	45413	2024			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1423	ARQUIMODELS SAS	GENERAL	GENERAL	5568000	5568000	0	1423	Diseños	ARQUIMODELS SAS	900214138	100% Elaboracion, transporte e instalacion Maqueta Patio Portal Transmilenio Ciudadela Colsubsidio Maipore en Soacha-Cundinamarca	45474	2024			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1423	CALLE MAESTRE YAIR ANTONIO	GENERAL	GENERAL	7000000	0	0	1423	Diseños	CALLE MAESTRE YAIR ANTONIO	1065565155	AJUSTE MODELO HIDRAULICO DE REDES LOCALES ACUEDUCTO - CIUDADELA COLSUBSIDIO MAIPORÉ	45939	2025			Pago del archivo de actas jul/2026 que no esta en la BD de Lugel: sin desembolso registrado
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1423	CALLE MAESTRE YAIR ANTONIO	GENERAL	GENERAL	18000000	0	0	1423	Diseños	CALLE MAESTRE YAIR ANTONIO	1065565155	40% A LA ENTREGA DEL PREDIMENSIONAMIENTO. 60% A LA ENTREGA DEL MODELO HIDRÁULICO.	46030	2026			Pago del archivo de actas jul/2026 que no esta en la BD de Lugel: sin desembolso registrado
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1423	CAMILO SANTAMARIA ARQUITECTOS	GENERAL	GENERAL	21896000	0	0	1423	Diseños	CAMILO SANTAMARIA ARQUITECTOS	900811911	PRIMER PAGO DEL 40%:ENTREGA DEL PLAN DE TRABAJO	46044	2026			Pago del archivo de actas jul/2026 que no esta en la BD de Lugel: sin desembolso registrado
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1423	CARLOS ERNESTO PEDRAZA	GENERAL	GENERAL	7910000	7910000	7910000	1423	HUMEDALES	CARLOS ERNESTO PEDRAZA	91016240	Consultoría ambiental para adelantar el monitoreo ambiental, fisicoquímico e hidrobiológico de fauna y flora de los Humedales Cola de Tierra Blanca y el Vínculo ubicados en la Urbanización Ciudadela Maiporé, ubicada en el Municipio de Soacha-	45078	2023			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1423	CARLOS ERNESTO PEDRAZA	GENERAL	GENERAL	7910000	7910000	7910000	1423	HUMEDALES	CARLOS ERNESTO PEDRAZA	91016240	Consultoría ambiental para adelantar el monitoreo ambiental, fisicoquímico e hidrobiológico de fauna y flora de los humedales cola de tierra blanca y el vínculo ubicados en la urbanización Ciudadela Maiporé, ubicada en el municipio de Soacha- Cundinamarca.	45108	2023			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1423	CARLOS ERNESTO PEDRAZA	GENERAL	GENERAL	7910000	7910000	7910000	1423	HUMEDALES	CARLOS ERNESTO PEDRAZA	91016240	Consultoría ambiental para adelantar el monitoreo ambiental, fisicoquímico e hidrobiológico de fauna y flora de los Humedales Cola de Tierra Blanca y el Vínculo ubicados en la Urbanización Ciudadela Maiporé, ubicada en el Municipio de Soacha-Cundinamarca. Honorarios de julio 2023	45170	2023			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1423	CARLOS ERNESTO PEDRAZA	GENERAL	GENERAL	7910000	7910000	7910000	1423	HUMEDALES	CARLOS ERNESTO PEDRAZA	91016240	Consultoría ambiental para adelantar el monitoreo ambiental, fisicoquímico e hidrobiológico de fauna y flora de los Humedales Cola de Tierra Blanca y el Vínculo ubicados en la Urbanización Ciudadela Maiporé, ubicada en el Municipio de Soacha-Cundinamarca. Honorarios junio 2023	45170	2023			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1423	CARLOS ERNESTO PEDRAZA	GENERAL	GENERAL	7910000	7910000	7910000	1423	HUMEDALES	CARLOS ERNESTO PEDRAZA	91016240	Consultoría ambiental para adelantar el monitoreo ambiental, fisicoquímico e hidrobiológico de fauna y flora de los Humedales Cola de Tierra Blanca y el Vínculo ubicados en la Urbanización Ciudadela Maiporé, ubicada en el Municipio de Soacha-Cundinamarca.	45231	2023			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1423	CARLOS ERNESTO PEDRAZA	GENERAL	GENERAL	7910000	7910000	7910000	1423	HUMEDALES	CARLOS ERNESTO PEDRAZA	91016240	Consultoría ambiental para adelantar el monitoreo ambiental, fisicoquímico e hidrobiológico de fauna y flora de los Humedales Cola de Tierra Blanca y el Vínculo ubicados en la Urbanización Ciudadela Maiporé, ubicada en el Municipio de Soacha-Cundinamarca. Honorarios de septiembre 2023	45261	2023			
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1423	CARLOS ERNESTO PEDRAZA	GENERAL	GENERAL	9000000	9000000	0	1423	HUMEDALES	CARLOS ERNESTO PEDRAZA	91016240	Consultoria Ambiental - Monitoreo Ambiental Fisicoquimico e Hidrobiologico de Flora y Fauna Humedales Cola Tierra Blanca y El Vinculo URBANIZACION CIUDADELA COLSUBSIDIO MAIPOR	45413	2024			En la BD de Lugel esta en 6. HUMEDALES (EL VINCULO - COLA DE TIERRA BLANCA)
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1423	CARLOS ERNESTO PEDRAZA	GENERAL	GENERAL	9000000	9000000	0	1423	HUMEDALES	CARLOS ERNESTO PEDRAZA	91016240	Consultoria Ambiental - Monitoreo Ambiental Fisicoquimico e Hidrobiologico de Flora y Fauna Humedales Cola Tierra Blanca y El Vinculo URBANIZACION CIUDADELA COLSUBSIDIO MAIPORE	45413	2024			En la BD de Lugel esta en 6. HUMEDALES (EL VINCULO - COLA DE TIERRA BLANCA)
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1423	CARLOS ERNESTO PEDRAZA	GENERAL	GENERAL	9000000	9000000	0	1423	HUMEDALES	CARLOS ERNESTO PEDRAZA	91016240	Consultoria Ambiental - Monitoreo Ambiental Fisicoquimico e Hidrobiologico de Flora y Fauna Humedales Cola Tierra Blanca y El Vinculo URBANIZACION CIUDADELA COLSUBSIDIO MAIPORE	45413	2024			En la BD de Lugel esta en 6. HUMEDALES (EL VINCULO - COLA DE TIERRA BLANCA)
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1423	CARRILLO MONCADA JUAN ANTONIO	GENERAL	GENERAL	34786006	0	0	1423	Otros Urbanismo Coinver	CARRILLO MONCADA JUAN ANTONIO	79351583	PRUEBA HIDROSTÁTICA, LAVADO Y DESINFECCIÓN, CALIDAD DEL AGUA SECTORIZACIÓN ANILLO SUR REDES LOCALES - CIUDADELA COLSUBSIDIO MAIPORÉ	45875	2025			Pago del archivo de actas jul/2026 que no esta en la BD de Lugel: sin desembolso registrado
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1423	CARRILLO MONCADA JUAN ANTONIO	GENERAL	GENERAL	18528449	0	0	1423	Otros Urbanismo Coinver	CARRILLO MONCADA JUAN ANTONIO	79351583	SUMINISTRO Y M. O. CAJAS Y VÁLVULAS 12" - 8" SECTORIZACIÓN ANILLO SUR REDES LOCALES - URBANISMO MAIPORÉ	45897	2025			Pago del archivo de actas jul/2026 que no esta en la BD de Lugel: sin desembolso registrado
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1423	CARRILLO MONCADA JUAN ANTONIO	GENERAL	GENERAL	3895625	0	0	1423	Otros Urbanismo Coinver	CARRILLO MONCADA JUAN ANTONIO	79351583	PRUEBA CON GEÓFONO DIGITAL RED 12" SECTORIZACIÓN ANILLO SUR REDES LOCALES - URBANISMO MAIPORÉ	45911	2025			Pago del archivo de actas jul/2026 que no esta en la BD de Lugel: sin desembolso registrado
1 EJECUTADO	1. EJECUTADO ACTAS	2. ACTAS POSTERIORES A LA 1305	1423	CARRILLO MONCADA JUAN ANTONIO	GENERAL	GENERAL	43691988	0	0	1423	Otros Urbanismo Coinver	CARRILLO MONCADA JUAN ANTONIO	79351583	ACTIVIDADES DE M. O. Y SUMINISTRO DE MATERIALES PARA PRUEBAS HIDROSTÁTICAS CORTE No. 4 REDES LOCALES ANILLO SUR - URBANISMO MAIPORÉ	45918	2025			Pago del archivo de actas jul/2026 que no esta en la BD de Lugel: sin desembolso registrado
