NOMBRE_LIBRO	VU_LIBRO	MATCH_IDU	TIPO	UM_IDU	VU_IDU	RATIO	BANDERA
"Tee Ø8"" × Ø4"""	1257160.0	"TEE PVC U.M. 8"" X 4"" (SUMINISTRO E INSTALACIÓN)"	APU	UN	3234266.0	0.39	REVISAR: MUY POR DEBAJO de IDU
MAT - Concreto tremie 4000 psi	780000.0	PILOTE D=120 CM CON CONCRETO TREMIE DE 4000 PSI. (INCL. EXCAVACIÓN, CARGUE, MOVILIZACIÓN, MONTAJE Y DESMONTAJE EQUIPO Y CONCRETO)	APU	ML	2020021.0	0.39	REVISAR: MUY POR DEBAJO de IDU
Flecha a la derecha - Pintura acrílica	27799.7722976816	"FLECHA DIRECCIONAL ""A LA DERECHA"" (E=15 MILS, ACRÍLICA BASE AGUA. INC. SUMIN. Y APLIC. CON EQUIPO. INCL. MICROESFERAS)"	APU	UN	69162.0	0.40	REVISAR: MUY POR DEBAJO de IDU
Bordillo prefabricado A-80 (material)	30774.0	BORDILLO PREFABRICADO A80 (SUMINISTRO E INSTALACIÓN. NO INCLUYE MATERIAL DE BASE)	APU	ML	77801.0	0.40	REVISAR: MUY POR DEBAJO de IDU
Bordillo prefabricado A-80	30774.0	BORDILLO PREFABRICADO A80 (SUMINISTRO E INSTALACIÓN. NO INCLUYE MATERIAL DE BASE)	APU	ML	77801.0	0.40	REVISAR: MUY POR DEBAJO de IDU
"Tubería CSR 10"""	114754.176010462	"TUBERÍA HDPE 10"" (SUMINISTRO E INSTALACIÓN)"	APU	ML	280316.0	0.41	REVISAR: MUY POR DEBAJO de IDU
"Tee Ø12"" × Ø4"""	1992800.0	"EMPATE ORTOGONAL PVC-PVC 12""X8"" (INCLUYE SUMINISTRO E INSTALACIÓN DE TEE 12""X8""HD, 4 UNIONES, TUBERÍA RDE 21) (SUMINISTRO E INSTALACIÓN)"	APU	UN	4865148.0	0.41	REVISAR: MUY POR DEBAJO de IDU
"Instalación tubería en concreto CSR Ø18"""	129000.0	"TUBERIA CONCRETO D=18"" CL. I SIN REFUERZO (INCLUYE SUMINISTRO E INSTALACIÓN)"	APU	ML	315153.0	0.41	REVISAR: MUY POR DEBAJO de IDU
"Instalación tubería en concreto CER Ø18"""	129000.0	"TUBERIA CONCRETO D=18"" CL. I SIN REFUERZO (INCLUYE SUMINISTRO E INSTALACIÓN)"	APU	ML	315153.0	0.41	REVISAR: MUY POR DEBAJO de IDU
Suministro y colocación de recebo	101915.14034583	MURETE CONTENEDOR DE ZONA VERDE H=0.60M A=0.40M. SUMINISTRO Y CONSTRUCCION. (INCLUYE SUMINISTRO Y COLOCACION DE RECEBO COMUN, GEOMEMBRANA DE POLIETILENO DE ALTA DENSIDAD (PEAD-HDPE) CON ESPESOR DE 30 MILS (0,75 MM) Y ACERO DE REFUERZO PARA ANCLAJE).	APU	ML	243625.0	0.42	REVISAR: MUY POR DEBAJO de IDU
Demolición de tubería en concreto (Incluye cargue, transporte y disposición final)	26791.6986719806	DEMOLICIÓN PISOS DE CONCRETO (INCLUYE CARGUE). NO INCLUYE TRANSPORTE Y DISPOSICIÓN FINAL DE SOBRANTES.	APU	M3	64547.0	0.42	REVISAR: MUY POR DEBAJO de IDU
"Suministro de tubería tubería PVC 1/2"" RDE 13.5"	4134.46761771406	TUBERIA PVC E.L. D= 1/2`` RDE 13.5 - 315 PSI (INCLUYE SUMINISTRO E INSTALACIÓN, SOLDADURA).	APU	ML	9739.0	0.42	REVISAR: MUY POR DEBAJO de IDU
"Tubería NOVAFORT 16"""	287734.464354453	"TUBERÍA HDPE 16"" (SUMINISTRO E INSTALACIÓN)"	APU	ML	679962.0	0.42	REVISAR: MUY POR DEBAJO de IDU
Anillo/cilindro prefabricado de pozo	1916374.23154609	POZO DE INSPECCION D=1.7 M (INCL. SUMINISTRO E INSTALACION). INCLUYE CILINDRO POZO DE INSPECCION EN MAMPOSTERIA, CONO PREFABRICADO, PLACA FONDO.	APU	UN	4518654.0	0.42	REVISAR: MUY POR DEBAJO de IDU
"Tee Ø8"" × Ø6"""	1380120.0	"TEE PVC U.M. 8"" X 6"" (SUMINISTRO E INSTALACIÓN)"	APU	UN	3309710.0	0.42	REVISAR: MUY POR DEBAJO de IDU
SC - geotextil no tejido	13091.0	GEOTEXTIL NO TEJIDO CON RESISTENCIA A LA TENSION GRAB DE 1310 N. PARA SUBDRENES/FILTROS. (INCLUYE SUMINISTRO E INSTALACION).	APU	M2	31461.0	0.42	REVISAR: MUY POR DEBAJO de IDU
Suministro y aplicación de pintura de tráfico y/o imprimante negro a=15cm	2021.80162164957	PINTURA DE TRÁFICO - IMPRIMANTE NEGRO A=15CM. SUMINISTRO Y APLICACIÓN.	APU	ML	4735.0	0.43	REVISAR: MUY POR DEBAJO de IDU
"ACCESORIOS 4"""	191811.75	"ELEMENTO DE VENTILACIÓN PARA CÁMARA DE ACCESORIOS EN HG D= 4"". (INCLUYE SUMINISTRO E INSTALACIÓN)."	APU	UN	448058.0	0.43	REVISAR: MUY POR DEBAJO de IDU
Relleno con material seleccionado B-200	101915.14034583	GEOCOMPUESTO PARA DRENAJE, CONFORMADO POR GEODREN (RED DRENANTE DE POLIETILENO DE ALTA DENSIDAD PEAD-HDPE Y GEOTEXTIL NO TEJIDO) CON ALTURA DE 1.0 M Y TUBERIA FLEXIBLE CORRUGADA DE DRENAJE CON DIAMETRO DE 200 MM. (INCLUYE EXCAVACION MANUAL DE 30CM DE ANCHO Y RELLENO EN MATERIAL SELECCIONADO PROVENIENTE DE EXCAVACION).	APU	ML	230522.0	0.44	REVISAR: MUY POR DEBAJO de IDU
Excavación manual en material común (No incluye cargue, transporte ni disposición)	52405.9326346062	EXCAVACIÓN MANUAL EN MATERIAL COMÚN (INCL CARGUE, TRANSPORTE Y DISPOSICION FINAL)	APU	M3	117926.0	0.44	REVISAR: MUY POR DEBAJO de IDU
"Codo 90° Ø12"""	1716140.0	"CODO G.RAD. PVC 90º TIPO U.M. D=12"" (SUMINISTRO E INSTALACIÓN)"	APU	UN	3937485.0	0.44	REVISAR: MUY POR DEBAJO de IDU
"Tee Ø8"" × Ø8"""	1505200.0	"TEE PVC U.M. 8"" X 8"" (SUMINISTRO E INSTALACIÓN)"	APU	UN	3384809.0	0.44	REVISAR: MUY POR DEBAJO de IDU
"Tubería CSR 14"""	194435.985029737	"TUBERÍA HDPE 14"" (SUMINISTRO E INSTALACIÓN)"	APU	ML	435500.0	0.45	REVISAR: MUY POR DEBAJO de IDU
