ORIGEN	CAPITULO	SUBCAPITULO	CODIGO	NOMBRE	UM	VALOR
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	4418	UNION DE REPARACION PVC TIPO U.M. D=2" (SUMINISTRO E INSTALACIÓN)	UN	53993
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	4419	UNION DE REPARACION PVC TIPO U.M. D=3" (SUMINISTRO E INSTALACIÓN)	UN	82521
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	4420	UNION DE REPARACION PVC TIPO U.M. D=4" (SUMINISTRO E INSTALACIÓN)	UN	125267
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	4421	ACOPLE UNIVERSAL, UNION ALFA O MULTIUSOS D=3" (SUMINISTRO E INSTALACIÓN)	UN	216077
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	4422	ACOPLE UNIVERSAL, UNION ALFA O MULTIUSOS D=4" (SUMINISTRO E INSTALACIÓN)	UN	239813
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	4423	ACOPLE UNIVERSAL, UNION ALFA O MULTIUSOS D=6" (SUMINISTRO E INSTALACIÓN)	UN	489023
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	4424	ACOPLE UNIVERSAL, UNION ALFA O MULTIUSOS D=8" (SUMINISTRO E INSTALACIÓN)	UN	722700
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	4425	ACOPLE UNIVERSAL, UNION ALFA O MULTIUSOS D=10" (SUMINISTRO E INSTALACIÓN)	UN	1180354
Antiguo	REDES ACUEDUCTO	REDES ACUEDUCTO	4426	ACOPLE UNIVERSAL, UNION ALFA O MULTIUSOS D=12" (SUMINISTRO E INSTALACIÓN)	UN	1363400
Antiguo	CONCRETO Y ACERO PARA ESTRUCTURAS	CONCRETO PARA ESTRUCTURAS	4428	VIGA DE AMARRE EN CONCRETO DE 3000 PSI GRAVA COMÚN SECCIÓN 20X20 (Para cerramiento de predios lotes IDU)	ML	54645
Antiguo	CONCRETO Y ACERO PARA ESTRUCTURAS	CONCRETO PARA ESTRUCTURAS	4429	COLUMNA EN CONCRETO DE 3000 PSI GRAVA COMÚN SECCIÓN 20X20 (Para cerramiento de predios lotes IDU)	ML	65123
Antiguo	CONCRETO Y ACERO PARA ESTRUCTURAS	CONCRETOS Y MORTEROS HECHOS EN OBRA	4431	PAÑETE LISO MURO 1:3 (NO INCLUYE ANDAMIO)	M2	35842
Antiguo	REDES ELECTRICAS	RED ELECTRICA EPM	4433	CANALIZACION VIA PUBLICA SEIS (6) DUCTOS PVC TIPO DB-60 Ø4" MAS CUATRO (4) DUCTOS PVC TIPO DB-60 Ø6" EPM NORMA RS1-024. INCLUYE: EXCAVACIÓN, RELLENOS EN ARENA DE PEÑA Y EN SUB-BASE GRANULAR TIPO B-400 Y TRANSPORTE Y DISPOSICIÓN FINAL DE ESCOMBROS. NO INCLUYE: DEMOLICIÓN NI RECONSTRUCCIÓN DE ANDEN O PAVIMENTO, ENTIBADOS.	ML	1079970
Antiguo	REDES ELECTRICAS	RED ELECTRICA EPM	4434	CANALIZACION VIA PUBLICA CINCO (5) DUCTOS PVC TIPO DB-60 Ø4" MAS CUATRO (4) DUCTOS PVC TIPO DB-60 Ø6" EPM NORMA RS1-025. INCLUYE: EXCAVACIÓN, RELLENOS EN ARENA DE PEÑA Y EN SUB-BASE GRANULAR TIPO B-400 Y TRANSPORTE Y DISPOSICIÓN FINAL DE ESCOMBROS. NO INCLUYE: DEMOLICIÓN NI RECONSTRUCCIÓN DE ANDEN O PAVIMENTO, ENTIBADOS.	ML	1083732
Antiguo	REDES ELECTRICAS	RED ELECTRICA EPM	4435	CANALIZACION VIA PUBLICA DIEZ (10) DUCTOS PVC TIPO DB-60 Ø4" MAS CUATRO (4) DUCTOS PVC TIPO DB-60 Ø6" EPM NORMA RS1-026. INCLUYE: EXCAVACIÓN, RELLENOS EN ARENA DE PEÑA Y EN SUB-BASE GRANULAR TIPO B-400 Y TRANSPORTE Y DISPOSICIÓN FINAL DE ESCOMBROS. NO INCLUYE: DEMOLICIÓN NI RECONSTRUCCIÓN DE ANDEN O PAVIMENTO, ENTIBADOS.	ML	1385370
Antiguo	REDES ELECTRICAS	RED ELECTRICA EPM	4436	CANALIZACION VIA PUBLICA CUATRO (4) DUCTOS PVC TIPO DB-60 Ø4" MAS SEIS (6) DUCTOS PVC TIPO DB-60 Ø6" EPM NORMA RS1-027. INCLUYE: EXCAVACIÓN, RELLENOS EN ARENA DE PEÑA Y EN SUB-BASE GRANULAR TIPO B-400 Y TRANSPORTE Y DISPOSICIÓN FINAL DE ESCOMBROS. NO INCLUYE: DEMOLICIÓN NI RECONSTRUCCIÓN DE ANDEN O PAVIMENTO, ENTIBADOS.	ML	1202862
Antiguo	REDES ELECTRICAS	RED ELECTRICA EPM	4437	CANALIZACION VIA PUBLICA OCHO (8) DUCTOS PVC TIPO DB-60 Ø4" MAS SEIS (6) DUCTOS PVC TIPO DB-60 Ø6" EPM NORMA RS1-028. INCLUYE: EXCAVACIÓN, RELLENOS EN ARENA DE PEÑA Y EN SUB-BASE GRANULAR TIPO B-400 Y TRANSPORTE Y DISPOSICIÓN FINAL DE ESCOMBROS. NO INCLUYE: DEMOLICIÓN NI RECONSTRUCCIÓN DE ANDEN O PAVIMENTO, ENTIBADOS.	ML	1458018
Antiguo	REDES ELECTRICAS	RED ELECTRICA EPM	4438	CANALIZACION VIA PUBLICA CINCO (5) DUCTOS PVC TIPO DB-60 Ø4" MAS OCHO (8) DUCTOS PVC TIPO DB-60 Ø6" EPM NORMA RS1-029. INCLUYE: EXCAVACIÓN, RELLENOS EN ARENA DE PEÑA Y EN SUB-BASE GRANULAR TIPO B-400 Y TRANSPORTE Y DISPOSICIÓN FINAL DE ESCOMBROS. NO INCLUYE: DEMOLICIÓN NI RECONSTRUCCIÓN DE ANDEN O PAVIMENTO, ENTIBADOS.	ML	1544292
Antiguo	REDES ELECTRICAS	RED ELECTRICA EPM	4439	CANALIZACION VIA PUBLICA DIEZ (10) DUCTOS PVC TIPO DB-60 Ø4" MAS OCHO (8) DUCTOS PVC TIPO DB-60 Ø6" EPM NORMA RS1-030. INCLUYE: EXCAVACIÓN, RELLENOS EN ARENA DE PEÑA Y EN SUB-BASE GRANULAR TIPO B-400 Y TRANSPORTE Y DISPOSICIÓN FINAL DE ESCOMBROS. NO INCLUYE: DEMOLICIÓN NI RECONSTRUCCIÓN DE ANDEN O PAVIMENTO, ENTIBADOS.	ML	1862323
Antiguo	REDES ELECTRICAS	RED ELECTRICA EPM	4440	CANALIZACION VIA PUBLICA CUATRO (4) DUCTOS PVC TIPO DB-60 Ø4" MAS NUEVE (9) DUCTOS PVC TIPO DB-60 Ø6" EPM NORMA RS1-031. INCLUYE: EXCAVACIÓN, RELLENOS EN ARENA DE PEÑA Y EN SUB-BASE GRANULAR TIPO B-400 Y TRANSPORTE Y DISPOSICIÓN FINAL DE ESCOMBROS. NO INCLUYE: DEMOLICIÓN NI RECONSTRUCCIÓN DE ANDEN O PAVIMENTO, ENTIBADOS.	ML	1551813
Antiguo	REDES ELECTRICAS	RED ELECTRICA EPM	4441	CANALIZACION VIA PUBLICA CINCO (5) DUCTOS PVC TIPO DB-60 Ø4" MAS DOCE (12) DUCTOS PVC TIPO DB-60 Ø6" EPM NORMA RS1-032. INCLUYE: EXCAVACIÓN, RELLENOS EN ARENA DE PEÑA Y EN SUB-BASE GRANULAR TIPO B-400 Y TRANSPORTE Y DISPOSICIÓN FINAL DE ESCOMBROS. NO INCLUYE: DEMOLICIÓN NI RECONSTRUCCIÓN DE ANDEN O PAVIMENTO, ENTIBADOS.	ML	2003130
Antiguo	REDES ELECTRICAS	RED ELECTRICA EPM	4442	CANALIZACION VIA PUBLICA CUATRO (4) DUCTOS PVC TIPO DB-60 Ø4" EPM NORMA RS1-033. INCLUYE: EXCAVACIÓN, RELLENOS EN ARENA DE PEÑA Y EN SUB-BASE GRANULAR TIPO B-400 Y TRANSPORTE Y DISPOSICIÓN FINAL DE ESCOMBROS. NO INCLUYE: DEMOLICIÓN NI RECONSTRUCCIÓN DE ANDEN O PAVIMENTO, ENTIBADOS.	ML	488491
Antiguo	REDES ELECTRICAS	RED ELECTRICA EPM	4447	CANALIZACION ZONA VERDE CUATRO (4) DUCTOS PVC TIPO DB-60 Ø6" DISPOSICIÓN LINEAL EPM NORMA RS1-005. DISPOSICIÓN LINEAL. INCLUYE: EXCAVACIÓN, RELLENOS, SIEMBRA DE GRAMA Y TRANSPORTE Y DISPOSICIÓN FINAL DE ESCOMBROS. NO INCLUYE: ENTIBADOS.	ML	688932
Antiguo	REDES ELECTRICAS	RED ELECTRICA EPM	4461	CANALIZACION ZONA VERDE TRES (3) DUCTOS PVC TIPO DB-60 Ø4" MAS DOS (2) DUCTOS PVC TIPO DB-60 Ø6" EPM NORMA RS1-019. INCLUYE: EXCAVACIÓN, RELLENOS, SIEMBRA DE GRAMA Y TRANSPORTE Y DISPOSICIÓN FINAL DE ESCOMBROS. NO INCLUYE: ENTIBADOS.	ML	578328
Antiguo	RELLENOS Y CAPAS GRANULARES	CAPAS GRANULARES	4477	SUBBASE GRANULAR B-400 (SUMINISTRO, EXTENDIDO, NIVELACIÓN, HUMEDECIMIENTO Y COMPACTACIÓN CON VIBROCOMPACTADOR)	M3	111453
Antiguo	ANÁLISIS AUXILIARES	CUADRILLAS (INCLUYE FACTOR PRESTACIONAL)	4478	CUADRILLA (2 AYUDANTES).	JR	194828
Antiguo	ANÁLISIS AUXILIARES	CUADRILLAS (INCLUYE FACTOR PRESTACIONAL)	4479	CUADRILLA (2 AYUDANTES)	HR	27834
Antiguo	PAVIMENTOS	PAVIMENTOS EN CONCRETO ASFALTICO	4485	MEZCLA ASFÁLTICA EN CALIENTE TIPO DENSO MD20 ASFALTO 80-100. (INCLUYE SUMINISTRO, EXTENDIDO, NIVELACIÓN MANUAL Y COMPACTACIÓN MECÁNICA CON VIBROCOMPACTADOR TÁNDEM PEQUEÑO CON OPERARIO Y COMBUSTIBLE, FACTOR DE COMPACTACION Y TRANSPORTE DE MATERIAL A 21 KMS).	M3	1479217
Antiguo	PAVIMENTOS	PAVIMENTOS EN CONCRETO ASFALTICO	4486	MEZCLA ASFÁLTICA EN CALIENTE TIPO DENSO MD10 ASFALTO 80-100. (INCLUYE SUMINISTRO, EXTENDIDO, NIVELACIÓN MANUAL Y COMPACTACIÓN MECÁNICA CON VIBROCOMPACTADOR TÁNDEM PEQUEÑO CON OPERARIO Y COMBUSTIBLE, FACTOR DE COMPACTACION Y TRANSPORTE DE MATERIAL A 21 KMS).	M3	1581435
Antiguo	RELLENOS Y CAPAS GRANULARES	CAPAS GRANULARES	4487	BASE GRANULAR CLASE A (BG_A) (SUMINISTRO, EXTENDIDO MANUAL, HUMEDECIMIENTO Y COMPACTACIÓN)	M3	255369
Antiguo	RELLENOS Y CAPAS GRANULARES	CAPAS GRANULARES	4488	BASE GRANULAR CLASE B (BG_B) (SUMINISTRO, EXTENDIDO MANUAL, HUMEDECIMIENTO Y COMPACTACIÓN)	M3	244540
Antiguo	RELLENOS Y CAPAS GRANULARES	CAPAS GRANULARES	4489	SUBBASE GRANULAR CLASE B (SBG_B) (SUMINISTRO, EXTENDIDO MANUAL, HUMEDECIMIENTO Y COMPACTACIÓN)	M3	216694
Antiguo	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4490	BACHEO EN PAVIMENTO FLEXIBLE E= 0.12M. (INCLUYE DEMOLICIÓN MANUAL Y CARGUE DE PAVIMENTO FLEXIBLE DE E=0.12M, TRANSPORTE Y DISPOSICIÓN FINAL DE ESCOMBROS, EXCAVACIÓN Y REPOSICIÓN BASE GRANULAR CLASE B (BG_B) E=0.25M, BASE ASFALTICA MD10)	M2	290929
Demanda	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4491	REHABILITACIÓN DE PAVIMENTO FLEXIBLE E= 0.12M	M2	351451
Antiguo	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4501	FRESADO Y REPOSICIÓN DE PAVIMENTO FLEXIBLE E=0.12M	M2	188913
Antiguo	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4502	DEMOLICIÓN Y RECONSTRUCCIÓN DE LOSAS EN CONCRETO HIDRÁULICO MR45 E=0.18M	M2	321984
Demanda	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4503	REHABILITACIÓN DE PAVIMENTO RÍGIDO: LOSAS EN CONCRETO HIDRÁULICO MR45 E=0.18M	M2	357264
Demanda	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4504	CONSTRUCCIÓN DE PAVIMENTO RÍGIDO: LOSAS EN CONCRETO HIDRÁULICO MR45 E=0.18M	M2	413824
Antiguo	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4505	PARCHEO EN PAVIMENTO FLEXIBLE E=10CM. (INCLUYE DEMOLICIÓN MANUAL Y CARGUE DE PAVIMENTO FLEXIBLE DE E=0.10M, TRANSPORTE Y DISPOSICIÓN FINAL DE ESCOMBROS, IMPRIMACIÓN, COLOCACIÓN Y COMPACTACIÓN MD20 E=6CM Y MD12 E=4CM , RIEGO CRR-1, IMPRIMA CLR-0)	M2	184077
Antiguo	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4506	BACHEO EN PAVIMENTO FLEXIBLE E= 0.10M. (INCLUYE DEMOLICIÓN MANUAL Y CARGUE DE PAVIMENTO FLEXIBLE DE E=0.10M, TRANSPORTE Y DISPOSICIÓN FINAL DE ESCOMBROS, EXCAVACIÓN Y REPOSICIÓN BASE GRANULAR CLASE C (BG_C) E=0.25M, BASE ASFALTICA MD10)	M2	271095
Demanda	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4507	DEMOLICIÓN Y RECONSTRUCCIÓN DE LOSAS EN CONCRETO HIDRÁULICO MR41 E=0.18M	M2	313937
Demanda	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4508	REHABILITACIÓN DE PAVIMENTO FLEXIBLE E= 0.10M B= 0.20M SBG= 0.20M	M2	305652
Demanda	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4509	REHABILITACIÓN DE PAVIMENTO RÍGIDO: LOSAS EN CONCRETO HIDRÁULICO MR41 E=0.18M. INCLUYE SARDINEL, GEOTEXTIL Y EXCAVACIÓN EN BASE E=30CM., BASE BG_A E=30CM	M2	372091
Antiguo	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4510	FRESADO Y REPOSICIÓN DE PAVIMENTO FLEXIBLE E=0.10M	M2	161235
Demanda	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4511	CONSTRUCCIÓN DE PAVIMENTO FLEXIBLE E= 0.10M INCLUYE SARDINEL	M2	377397
Demanda	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4512	CONSTRUCCIÓN DE PAVIMENTO RÍGIDO: LOSAS EN CONCRETO HIDRÁULICO MR41 E=0.18M	M2	416572
Antiguo	RELLENOS Y CAPAS GRANULARES	CAPAS GRANULARES	4513	BASE GRANULAR CLASE C (BG_C) (SUMINISTRO, EXTENDIDO MANUAL, HUMEDECIMIENTO Y COMPACTACIÓN)	M3	227523
Antiguo	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4514	PARCHEO EN PAVIMENTO FLEXIBLE E=0.14M. (INCLUYE DEMOLICIÓN MANUAL Y CARGUE DE PAVIMENTO FLEXIBLE DE E=0.14M, TRANSPORTE Y DISPOSICIÓN FINAL DE ESCOMBROS, IMPRIMACIÓN, COLOCACIÓN Y COMPACTACIÓN MD20 E=10CM Y MD12 E=4CM , RIEGO CRR-1, IMPRIMA CLR-0)	M2	245623
Antiguo	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4515	BACHEO EN PAVIMENTO FLEXIBLE E= 0.14M. (INCLUYE DEMOLICIÓN MANUAL Y CARGUE DE PAVIMENTO FLEXIBLE DE E=0.14M, TRANSPORTE Y DISPOSICIÓN FINAL DE ESCOMBROS, EXCAVACIÓN Y REPOSICIÓN BASE GRANULAR CLASE A (BG_A) E=0.20M, BASE ASFALTICA MD10)	M2	323911
Antiguo	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4516	FRESADO Y REPOSICIÓN DE PAVIMENTO FLEXIBLE E=0.14M	M2	216594
Demanda	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4517	DEMOLICIÓN Y RECONSTRUCCIÓN DE LOSAS EN CONCRETO HIDRÁULICO MR45 E=0.20M	M2	347026
Antiguo	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4518	SOBRECARPETA: RODADURA ASFÁLTICA E=0.04M	M2	67016
Antiguo	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4519	SOBRECARPETA: RODADURA ASFÁLTICA E=0.06M	M2	90262
Antiguo	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4520	SOBRECARPETA: RODADURA ASFÁLTICA e=0.08M	M2	100031
Antiguo	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4522	BACHEO EN PAVIMENTO FLEXIBLE E= 0.12M (ESTABILIZACIÓN DE BASE GRANULAR CON EMULSIÓN + CEMENTO 5% E=0.10M. INCLUYE DEMOLICIÓN Y CARGUE DE PAVIMENTO FLEXIBLE DE E=0.12M, TRANSPORTE Y DISPOSICIÓN ESCOMBROS, EXCAVACIÓN Y BASE (BG-B) E=0.10, MD 10)	M2	293410
Demanda	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4523	CONSTRUCCIÓN PAVIMENTO ARTICULADO EN ADOQUIN DE ARCILLA - TRAFICO LIVIANO	M2	283147
Demanda	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4524	CONSTRUCCIÓN PAVIMENTO ARTICULADO EN ADOQUIN DE ARCILLA - TRAFICO PESADO	M2	298347
Antiguo	PAVIMENTOS	JUNTAS PARA PAVIMENTOS	4525	SELLADO DE JUNTAS EN PAVIMENTO FLEXIBLE (INCLUYE LIMPIEZA, SUMINISTRO E INSTALACIÓN DE FONDO Y EMULSIÓN ASFÁLTICA CRR-1)	ML	7477
Antiguo	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4541	PARCHEO EN PAVIMENTO FLEXIBLE CON MD12. (INCLUYE DEMOLICIÓN MANUAL Y CARGUE DE PAVIMENTO FLEXIBLE, TRANSPORTE Y DISPOSICIÓN FINAL DE ESCOMBROS, IMPRIMACIÓN, COLOCACIÓN Y COMPACTACIÓN BASE ASFÁLTICA MD12, RIEGO CRR-1)	M3	1672459
Antiguo	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4542	PARCHEO EN PAVIMENTO FLEXIBLE CON MD-12. (INCLUYE DEMOLICIÓN MANUAL Y CARGUE DE PAVIMENTO FLEXIBLE, TRANSPORTE Y DISPOSICIÓN FINAL DE ESCOMBROS, IMPRIMACIÓN, COLOCACIÓN Y COMPACTACIÓN BASE ASFÁLTICA MD-12, RIEGO CRR-1)	M3	1672445
Antiguo	ANDENES Y SARDINELES	SARDINELES Y BORDILLOS	4543	SARDINEL PREFABRICADO ALTO RAMPAS A86 (SUMINISTRO E INSTALACIÓN. INCLUYE 3CM MORTERO DE NIVELACIÓN 1:5)	ML	68580
Antiguo	ANDENES Y SARDINELES	SARDINELES Y BORDILLOS	4544	SARDINEL PREFABRICADO ALTO RAMPAS A86 (SUMINISTRO E INSTALACIÓN. INCLUYE 3CM MORTERO DE NIVELACIÓN 2000 PSI)	ML	70725
Antiguo	ANDENES Y SARDINELES	SARDINELES Y BORDILLOS	4545	SARDINEL PREFABRICADO ALTO RAMPAS A86 (SUMINISTRO E INSTALACIÓN. SIN MATERIAL DE BASE)	ML	65944
Antiguo	REDES ALCANTARILLADO / DRENAJE	REDES ALCANTARILLADO / DRENAJE	4549	SUMIDERO ALCANTARILLADO COMBINADO EN ANDEN NS-047-1V4 EAAB	UN	8078382
Antiguo	REDES ALCANTARILLADO / DRENAJE	REDES ALCANTARILLADO / DRENAJE	4550	SUMIDERO ALCANTARILLADO COMBINADO EN VIA NS-047-1V4 EAAB	UN	5786100
Antiguo	REDES ALCANTARILLADO / DRENAJE	REDES ALCANTARILLADO / DRENAJE	4551	SUMIDERO ALCANTARILLADO PLUVIAL EN ANDEN NS-047-1V4 EAAB	UN	6369371
Antiguo	REDES ALCANTARILLADO / DRENAJE	REDES ALCANTARILLADO / DRENAJE	4553	POZO DE INSPECCION D=1.7 M (INCL. SUMINISTRO E INSTALACION). INCLUYE CILINDRO POZO DE INSPECCION EN MAMPOSTERIA, CONO PREFABRICADO, PLACA FONDO.	UN	4518654
Antiguo	PAVIMENTOS	PAVIMENTOS EN CONCRETO HIDRAULICO	4555	LOSA DE PAVIMENTO EN CONCRETO HIDRAULICO MR50 CON FORMALETA FIJA, HIERROS DE TRANSFERENCIA, HIERROS DE AMARRE, ADITIVOS	M3	1107899
Antiguo	RELLENOS Y CAPAS GRANULARES	CAPAS GRANULARES	4556	SUBBASE GRANULAR CLASE A (SBG_A) (SUMINISTRO, EXTENDIDO MANUAL, HUMEDECIMIENTO Y COMPACTACIÓN)	M3	219788
Antiguo	RELLENOS Y CAPAS GRANULARES	CAPAS GRANULARES	4557	SUBBASE GRANULAR CLASE C (SBG_C) (SUMINISTRO, EXTENDIDO MANUAL, HUMEDECIMIENTO Y COMPACTACIÓN)	M3	204318
Antiguo	REDES ALCANTARILLADO / DRENAJE	REDES ALCANTARILLADO / DRENAJE	4558	SUMIDERO ALCANTARILLADO PLUVIAL EN VIA NS-047-1V4 EAAB	UN	8015596
Antiguo	CONCRETO Y ACERO PARA ESTRUCTURAS	CONCRETOS Y MORTEROS HECHOS EN OBRA	4559	CONCRETO 1500 PSI (HECHO EN OBRA 1:3:5 CON ARENA Y GRAVILLA DE RÍO)	M3	455726
Antiguo	CONCRETO Y ACERO PARA ESTRUCTURAS	CONCRETOS Y MORTEROS HECHOS EN OBRA	4560	CONCRETO 2500 PSI (HECHO EN OBRA CON MATERIAL DE RÍO)	M3	494643
Antiguo	CONCRETO Y ACERO PARA ESTRUCTURAS	CONCRETOS Y MORTEROS HECHOS EN OBRA	4561	CONCRETO 3000 PSI (HECHO EN OBRA 1:2:2 CON MATERIAL DE RÍO)	M3	572505
Antiguo	RELLENOS Y CAPAS GRANULARES	RELLENOS PARA ANDENES Y REDES	4562	RELLENO PARA ANDENES EN SUBBASE GRANULAR B-600 (SUMINISTRO, TRANSPORTE, EXTENDIDO, HUMEDECIMIENTO Y COMPACTACIÓN)	M3	157908
Antiguo	RELLENOS Y CAPAS GRANULARES	RELLENOS PARA ANDENES Y REDES	4563	RELLENO PARA ANDENES EN SUBBASE GRANULAR B-200 (SUMINISTRO, EXTENDIDO, HUMEDECIMIENTO Y COMPACTACIÓN)	M3	111498
Antiguo	CONCRETO Y ACERO PARA ESTRUCTURAS	CONCRETOS Y MORTEROS HECHOS EN OBRA	4564	CONCRETO 2000 PSI (HECHO EN OBRA 1:3:3 CON MATERIAL DE RÍO)	M3	503160
Antiguo	CONCRETO Y ACERO PARA ESTRUCTURAS	CONCRETOS Y MORTEROS HECHOS EN OBRA	4565	CONCRETO 3500 PSI (HECHO EN OBRA CON MATERIAL DE RÍO)	M3	572208
Antiguo	CONCRETO Y ACERO PARA ESTRUCTURAS	CONCRETOS Y MORTEROS HECHOS EN OBRA	4566	CONCRETO 4000 PSI (HECHO EN OBRA CON MATERIAL DE RÍO)	M3	588749
Antiguo	PAVIMENTOS	PAVIMENTOS EN CONCRETO ASFALTICO	4567	MEZCLA ASFÁLTICA EN CALIENTE TIPO DENSO MD12 ASFALTO 80-100. (INCLUYE SUMINISTRO, EXTENDIDO, NIVELACIÓN MANUAL, COMPACTACIÓN MECÁNICA CON VIBROCOMPACTADOR TÁNDEM PEQUEÑO CON OPERARIO Y COMBUSTIBLE, FACTOR DE COMPACTACION Y TRANSPORTE DE MATERIAL A 21 KMS).	M3	1490737
Antiguo	PAVIMENTOS	PAVIMENTOS EN CONCRETO ASFALTICO	4568	MEZCLA DENSA EN CALIENTE MD-12 ASFALTO 80-100. (SUMINISTRO, EXTENDIDO, NIVELACIÓN MANUAL Y COMPACTACIÓN MECÁNICA CON VIBROCOMPACTADOR TÁNDEM PEQUEÑO, INCLUYE OPERARIO Y COMBUSTIBLE).	M3	1490737
Antiguo	SEÑALIZACIÓN	DEMARCACION DE PAVIMENTOS	4569	ESTOPEROLES DE 10 CM X 2.5 CM. SUMINISTRO E INSTALACION.	UN	13435
Demanda	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4577	CONSTRUCCION DE CICLORUTA. NO INCLUYE REDES.	M2	211613
Antiguo	ANDENES Y SARDINELES	SARDINELES Y BORDILLOS	4578	CONSTRUCCION DE BORDILLO PREFABRICADO A80. NO INCLUYE REDES	ML	113491
Antiguo	ANDENES Y SARDINELES	PISOS EN ADOQUINES Y EN LOSETAS	4581	RETIRO DE ADOQUIN SOBRE MORTERO	M2	3613
Demanda	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4585	REHABILITACIÓN DE PAVIMENTO RÍGIDO: LOSAS EN CONCRETO HIDRÁULICO MR41 E=0.18M. EXCAVACIÓN EN BASE E=15CM., BASE BG_B E=15CM. NO INCLUYE SARDINEL, GEOTEXTIL.	M2	286310
Demanda	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4586	REHABILITACION PAVIMENTO ARTICULADO EN ADOQUIN DE ARCILLA - TRAFICO PESADO	M2	149444
Antiguo	CONCRETO Y ACERO PARA ESTRUCTURAS	CONCRETO Y ACERO PARA ESTRUCTURAS	4588	CONSTRUCCIÓN DE ESCALERAS EN CONCRETO 3000 PSI GRAVA COMÚN. INCLUYE EXCAVACIÓN MANUAL, SUBBASE GRANULAR CLASE B, ACERO DE REFUERZO Y TRANSPORTE Y DISPOSICIÓN FINAL DE ESCOMBROS.	M2	481892
Antiguo	ANDENES Y SARDINELES	PISOS EN ADOQUINES Y EN LOSETAS	4592	RETIRO DE ADOQUIN SOBRE ARENA	M2	2105
Antiguo	PAVIMENTOS	PAVIMENTOS ARTICULADOS	4593	ADOQUIN DE ARCILLA TR. LIVIANO 20X10X6CM (SUMINISTRO E INSTALACIÓN. INCLUYE BASE 4CM MORTERO 2000 Y ARENA DE SELLO)	M2	118101
Antiguo	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4598	SELLO DE GRIETAS	ML	12196
Antiguo	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4599	TRATAMIENTO SUPERFICIAL SIMPLE	M2	64088
Antiguo	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4600	TRATAMIENTO SUPERFICIAL DOBLE	M2	137906
Antiguo	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4601	SOBRECARPETA: RODADURA ASFÁLTICA E=0.05M	M2	76035
Antiguo	ACTIVIDADES CONSERVACIÓN	ACTIVIDADES CONSERVACIÓN	4602	RECONSTRUCCION TRATAMIENTO SUPERFICIAL DOBLE	M2	162662
